hours-per-week,age,capital-gain,capital-loss,workclass,education,education-num,marital-status,relationship,race,gender,native-country,income,occupation
40,27,0,0,Private,10th,6,Never-married,Not-in-family,White,Male,?,9360,Machine-op-inspct
40,48,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,79100,Prof-specialty
55,46,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
35,52,99999,0,Private,Doctorate,16,Married-civ-spouse,Wife,White,Female,United-States,99999,Prof-specialty
40,57,0,0,Local-gov,HS-grad,9,Divorced,Unmarried,White,Female,United-States,21082,Adm-clerical
40,34,0,0,Local-gov,Some-college,10,Never-married,Own-child,White,Male,United-States,21065,Protective-serv
40,29,0,0,Local-gov,Bachelors,13,Never-married,Own-child,White,Male,United-States,37250,Handlers-cleaners
40,28,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,36850,Sales
40,42,0,1902,Federal-gov,Masters,14,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,South,92260,Prof-specialty
40,47,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,66100,Prof-specialty
15,20,0,0,?,Some-college,10,Never-married,Own-child,White,Female,France,1328,?
40,32,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Male,United-States,20030,Adm-clerical
38,29,0,0,Private,Assoc-acdm,12,Never-married,Other-relative,White,Female,United-States,26060,Exec-managerial
40,60,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,73050,Sales
6,37,0,0,?,Prof-school,15,Married-civ-spouse,Husband,White,Male,Mexico,2200,?
40,30,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,26000,Craft-repair
40,39,0,1741,Federal-gov,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,35459,Adm-clerical
40,47,0,0,Private,7th-8th,4,Married-civ-spouse,Wife,Other,Female,Puerto-Rico,28000,Machine-op-inspct
40,27,0,0,Private,11th,7,Never-married,Own-child,Other,Male,United-States,15010,Other-service
20,21,0,0,Private,HS-grad,9,Never-married,Own-child,Other,Male,United-States,1000,Other-service
40,20,0,0,State-gov,HS-grad,9,Never-married,Other-relative,Other,Male,United-States,15000,Other-service
40,39,0,0,Private,HS-grad,9,Divorced,Not-in-family,Other,Female,Dominican-Republic,15022,Other-service
40,39,0,0,Private,11th,7,Married-civ-spouse,Husband,Other,Male,Guatemala,28592,Other-service
40,22,0,0,Private,Assoc-voc,11,Never-married,Other-relative,White,Male,Guatemala,2500,Other-service
20,56,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,China,7800,Other-service
20,21,0,0,Private,Some-college,10,Never-married,Own-child,Asian-Pac-Islander,Male,China,6000,Transport-moving
30,48,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,China,16128,Other-service
40,49,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,China,16620,Other-service
72,37,0,0,Federal-gov,Doctorate,16,Married-civ-spouse,Husband,White,Male,?,75808,Prof-specialty
50,39,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,87383,Exec-managerial
30,30,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,15000,Other-service
35,30,0,0,Federal-gov,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,26000,Adm-clerical
60,26,0,0,Federal-gov,Prof-school,15,Married-civ-spouse,Husband,White,Male,Columbia,35002,Prof-specialty
60,43,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,50325,Sales
50,27,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,34922,Transport-moving
50,52,15024,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Sales
40,49,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,Black,Female,United-States,48000,Craft-repair
50,30,99999,0,Self-emp-not-inc,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,99999,Craft-repair
60,60,4101,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,26128,Prof-specialty
40,72,0,0,?,Prof-school,15,Married-civ-spouse,Husband,White,Male,United-States,99999,?
65,53,15024,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
24,18,0,0,?,HS-grad,9,Never-married,Own-child,White,Female,United-States,14001,?
7,18,0,0,?,11th,7,Never-married,Other-relative,White,Male,United-States,8851,?
40,51,3325,0,Private,Some-college,10,Widowed,Not-in-family,White,Female,United-States,33599,Prof-specialty
35,70,0,0,?,Assoc-voc,11,Widowed,Unmarried,White,Female,United-States,20760,?
15,34,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,9500,Prof-specialty
50,31,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,60200,Exec-managerial
40,30,0,0,State-gov,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,38008,Prof-specialty
40,23,0,0,Private,Assoc-voc,11,Never-married,Not-in-family,White,Female,United-States,13021,Tech-support
40,59,0,0,Self-emp-not-inc,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,67758,Craft-repair
40,54,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,40283,Sales
48,45,0,0,Self-emp-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,66417,Exec-managerial
40,59,0,0,Self-emp-inc,5th-6th,3,Married-civ-spouse,Husband,White,Male,Italy,40175,Farming-fishing
50,29,0,0,Self-emp-not-inc,Prof-school,15,Never-married,Own-child,White,Male,Italy,57266,Prof-specialty
40,42,0,0,Federal-gov,Bachelors,13,Divorced,Own-child,White,Male,United-States,11000,Adm-clerical
40,62,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,27600,Craft-repair
35,38,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,36065,Handlers-cleaners
44,63,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,United-States,62107,Transport-moving
40,62,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,55674,Sales
40,26,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,7170,Adm-clerical
50,39,0,0,Federal-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,42400,Adm-clerical
20,53,0,0,Private,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,11579,Prof-specialty
40,54,0,0,Local-gov,11th,7,Widowed,Unmarried,Black,Female,United-States,19831,Protective-serv
40,22,0,0,Private,HS-grad,9,Never-married,Own-child,Black,Male,United-States,13000,Transport-moving
20,22,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,12600,Protective-serv
20,22,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Male,United-States,1400,Protective-serv
52,57,0,0,Private,9th,5,Widowed,Unmarried,Black,Male,?,20800,Other-service
20,44,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,36910,Adm-clerical
30,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,3900,Other-service
40,32,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,43095,Tech-support
40,48,0,0,Self-emp-not-inc,Some-college,10,Never-married,Not-in-family,White,Male,United-States,5100,Other-service
40,44,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,19444,Prof-specialty
40,48,0,1380,Local-gov,Masters,14,Never-married,Unmarried,White,Female,United-States,39820,Prof-specialty
25,36,4650,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,46860,Prof-specialty
40,38,0,0,Self-emp-not-inc,Masters,14,Never-married,Not-in-family,White,Male,United-States,55000,Prof-specialty
40,28,0,0,Self-emp-not-inc,Masters,14,Never-married,Not-in-family,White,Male,United-States,18002,Prof-specialty
40,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,35734,Handlers-cleaners
40,32,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,65500,Tech-support
41,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,26322,Craft-repair
45,50,4416,0,Self-emp-not-inc,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,16229,Craft-repair
20,23,0,0,Private,Bachelors,13,Never-married,Unmarried,White,Female,United-States,22200,Sales
15,27,0,0,Private,Bachelors,13,Never-married,Other-relative,White,Female,United-States,26961,Prof-specialty
40,38,0,0,Private,Masters,14,Never-married,Unmarried,White,Female,United-States,13066,Adm-clerical
20,61,0,0,?,10th,6,Divorced,Other-relative,White,Female,United-States,1633,?
20,68,0,0,State-gov,Masters,14,Divorced,Not-in-family,White,Female,United-States,18295,Prof-specialty
38,57,0,2258,Private,Some-college,10,Widowed,Unmarried,White,Female,United-States,52142,Adm-clerical
50,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,29800,Craft-repair
40,30,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,42900,Adm-clerical
8,30,0,0,Private,11th,7,Never-married,Unmarried,White,Female,United-States,3432,Sales
40,69,0,2267,Private,5th-6th,3,Married-civ-spouse,Husband,White,Male,United-States,24797,Machine-op-inspct
65,35,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,38014,Transport-moving
40,28,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,23531,Adm-clerical
40,49,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,51024,Craft-repair
40,21,594,0,?,Assoc-acdm,12,Never-married,Own-child,White,Female,United-States,2599,?
40,20,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2501,?
35,60,0,0,Local-gov,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,24614,Adm-clerical
10,48,15024,0,Local-gov,Masters,14,Married-civ-spouse,Wife,White,Female,United-States,99999,Prof-specialty
22,19,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2185,?
50,53,15024,0,Private,Doctorate,16,Married-civ-spouse,Husband,White,Male,England,99999,Prof-specialty
80,26,0,0,Self-emp-inc,Bachelors,13,Never-married,Own-child,White,Male,United-States,5000,Exec-managerial
40,23,2174,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,27674,Adm-clerical
50,39,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,35024,Prof-specialty
6,62,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,38141,Craft-repair
18,20,0,2205,Private,Assoc-acdm,12,Never-married,Own-child,White,Female,United-States,10015,Other-service
40,56,0,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,35158,Sales
48,47,0,0,Self-emp-not-inc,HS-grad,9,Divorced,Not-in-family,White,Female,Italy,40432,Other-service
40,37,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Male,United-States,32113,Craft-repair
40,65,0,0,Private,Assoc-acdm,12,Divorced,Not-in-family,White,Female,United-States,19329,Sales
40,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,18000,Handlers-cleaners
35,50,0,0,Private,Masters,14,Divorced,Not-in-family,White,Female,United-States,37500,Prof-specialty
40,32,0,0,Private,Masters,14,Never-married,Not-in-family,White,Male,United-States,16252,Adm-clerical
40,37,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,25417,Sales
40,44,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,?,64226,Craft-repair
37,58,0,0,Private,Some-college,10,Never-married,Not-in-family,Black,Female,United-States,38011,Adm-clerical
40,38,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,49080,Exec-managerial
55,40,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Male,United-States,74177,Exec-managerial
40,30,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,44002,Tech-support
32,39,7688,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,99663,Prof-specialty
40,38,7688,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,86992,Craft-repair
40,46,0,0,Private,Some-college,10,Divorced,Not-in-family,White,Female,United-States,23160,Adm-clerical
40,41,14344,0,State-gov,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,54339,Transport-moving
45,27,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,45500,Craft-repair
24,42,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31015,Craft-repair
40,53,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,Greece,46054,Exec-managerial
40,41,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,Italy,45485,Craft-repair
40,54,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,82000,Tech-support
40,53,2174,0,Local-gov,Masters,14,Divorced,Not-in-family,White,Female,United-States,28174,Prof-specialty
50,53,0,0,Private,9th,5,Divorced,Not-in-family,White,Male,United-States,25000,Craft-repair
28,31,0,0,Private,Doctorate,16,Never-married,Not-in-family,White,Female,United-States,23571,Prof-specialty
48,44,15024,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Exec-managerial
40,46,0,1977,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Tech-support
40,45,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,63500,Exec-managerial
40,19,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,18000,Craft-repair
40,51,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,45945,Transport-moving
40,22,0,0,Private,Assoc-voc,11,Never-married,Own-child,White,Female,United-States,21045,Adm-clerical
20,18,1055,0,Private,11th,7,Never-married,Own-child,White,Male,United-States,4041,Other-service
40,54,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,35786,Prof-specialty
30,19,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,2117,?
40,45,0,1887,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,67244,Craft-repair
40,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,15000,Adm-clerical
20,57,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,14815,Exec-managerial
60,51,0,0,Self-emp-inc,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,42441,Sales
60,42,0,1902,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,87100,Exec-managerial
68,37,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,24793,Adm-clerical
40,66,0,0,Private,Bachelors,13,Divorced,Not-in-family,White,Female,United-States,40184,Exec-managerial
40,45,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,81100,Transport-moving
48,53,0,1902,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,94068,Exec-managerial
50,37,0,0,Self-emp-not-inc,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,41646,Sales
35,35,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,44149,Prof-specialty
50,32,0,0,Private,HS-grad,9,Never-married,Not-in-family,White,Female,United-States,27700,Exec-managerial
40,34,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,34643,Tech-support
38,30,0,0,Private,Bachelors,13,Married-civ-spouse,Wife,White,Female,United-States,41002,Prof-specialty
40,25,7688,0,Private,Assoc-voc,11,Married-civ-spouse,Wife,White,Female,United-States,87088,Prof-specialty
25,56,0,0,Private,Assoc-acdm,12,Married-spouse-absent,Not-in-family,White,Male,Iran,19243,Other-service
43,22,0,0,?,Some-college,10,Never-married,Not-in-family,White,Male,United-States,3950,?
40,63,0,0,Private,Masters,14,Married-civ-spouse,Husband,Other,Male,India,99999,Prof-specialty
50,47,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,24200,Transport-moving
50,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,29150,Transport-moving
25,23,0,1617,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,13855,Adm-clerical
45,36,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,Germany,37770,Prof-specialty
40,39,0,1669,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,31231,Exec-managerial
40,54,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,Portugal,37000,Machine-op-inspct
20,23,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,United-States,7500,Adm-clerical
20,21,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,4138,Machine-op-inspct
20,20,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,2000,?
40,55,0,0,Private,10th,6,Married-civ-spouse,Husband,White,Male,United-States,16562,Craft-repair
32,40,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,22078,Adm-clerical
38,46,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,Black,Male,United-States,88310,Prof-specialty
40,40,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Male,United-States,20800,Adm-clerical
5,70,0,0,Private,HS-grad,9,Widowed,Unmarried,White,Female,United-States,5612,Adm-clerical
40,38,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,75200,Adm-clerical
16,35,0,0,?,Assoc-acdm,12,Married-civ-spouse,Wife,White,Female,United-States,36014,?
48,43,0,0,Local-gov,Bachelors,13,Divorced,Unmarried,White,Female,United-States,23080,Prof-specialty
8,17,0,0,Private,10th,6,Never-married,Own-child,White,Male,United-States,1800,Other-service
40,42,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,Germany,26188,Adm-clerical
45,40,0,0,Private,Doctorate,16,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,?,63500,Prof-specialty
40,47,0,0,Private,7th-8th,4,Married-civ-spouse,Husband,White,Male,Portugal,33387,Handlers-cleaners
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,12000,Craft-repair
35,46,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,30000,Sales
55,38,0,0,Federal-gov,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,70300,Protective-serv
52,49,0,0,Self-emp-inc,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,92423,Sales
40,24,0,0,?,Bachelors,13,Never-married,Own-child,White,Male,United-States,2000,?
6,21,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,4000,?
55,26,0,0,Private,HS-grad,9,Married-AF-spouse,Husband,White,Male,United-States,34872,Sales
40,32,3103,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,53121,Craft-repair
40,58,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,Greece,56444,Craft-repair
40,30,0,0,Private,Bachelors,13,Married-civ-spouse,Other-relative,White,Female,Greece,50432,Exec-managerial
40,35,0,0,Self-emp-not-inc,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,95625,Craft-repair
55,33,0,0,Local-gov,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,23800,Tech-support
40,25,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,?,26600,Prof-specialty
38,43,0,0,Private,Some-college,10,Divorced,Unmarried,White,Female,United-States,43413,Prof-specialty
40,47,0,0,Federal-gov,Doctorate,16,Married-civ-spouse,Husband,White,Male,United-States,61632,Prof-specialty
70,50,0,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
35,38,0,0,Private,HS-grad,9,Never-married,Unmarried,White,Female,United-States,46288,Adm-clerical
40,37,0,0,Private,Some-college,10,Never-married,Other-relative,White,Female,United-States,20032,Tech-support
50,43,0,0,Private,Some-college,10,Never-married,Not-in-family,White,Female,United-States,45400,Exec-managerial
20,20,0,0,Federal-gov,HS-grad,9,Never-married,Other-relative,White,Male,United-States,1777,Adm-clerical
35,47,25236,0,Private,Bachelors,13,Widowed,Unmarried,White,Female,United-States,99999,Priv-house-serv
15,17,0,0,Private,12th,8,Never-married,Own-child,White,Male,Columbia,1860,Craft-repair
3,21,0,0,?,Some-college,10,Never-married,Own-child,White,Female,United-States,1210,?
40,53,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,United-States,64600,Craft-repair
40,25,0,0,Private,Some-college,10,Never-married,Own-child,White,Male,United-States,18650,Prof-specialty
52,52,0,0,Private,Some-college,10,Married-civ-spouse,Wife,White,Female,Canada,84754,Sales
40,26,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,28837,Exec-managerial
45,64,0,0,State-gov,1st-4th,2,Married-civ-spouse,Husband,Other,Male,Columbia,28210,Farming-fishing
25,23,0,0,Private,Some-college,10,Never-married,Own-child,Other,Male,United-States,8417,Adm-clerical
40,25,0,0,Private,Some-college,10,Never-married,Unmarried,Other,Male,United-States,18000,Adm-clerical
40,36,0,0,Private,Doctorate,16,Never-married,Not-in-family,White,Male,England,35560,Prof-specialty
40,28,0,1762,?,11th,7,Never-married,Not-in-family,White,Male,Outlying-US(Guam-USVI-etc),7234,?
16,35,0,0,?,Bachelors,13,Divorced,Unmarried,White,Female,?,2550,?
38,53,0,0,Private,HS-grad,9,Divorced,Not-in-family,White,Female,United-States,17100,Other-service
40,31,0,0,Federal-gov,Bachelors,13,Never-married,Own-child,White,Female,Cuba,40577,Exec-managerial
60,30,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,44091,Prof-specialty
45,33,0,0,?,Bachelors,13,Never-married,Not-in-family,Black,Male,?,4500,?
45,30,14084,0,Local-gov,Bachelors,13,Never-married,Not-in-family,Black,Male,?,89277,Prof-specialty
36,29,0,0,?,Some-college,10,Never-married,Not-in-family,Black,Male,?,16001,?
40,34,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,97400,Prof-specialty
40,45,0,0,Private,Assoc-voc,11,Married-civ-spouse,Husband,White,Male,Canada,51100,Craft-repair
40,36,2829,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,36079,Machine-op-inspct
35,53,0,0,Private,HS-grad,9,Never-married,Other-relative,White,Male,United-States,16800,Adm-clerical
40,35,0,0,Private,Masters,14,Never-married,Not-in-family,White,Female,United-States,5800,Prof-specialty
40,30,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,33540,Craft-repair
38,23,0,0,Private,12th,8,Never-married,Unmarried,Black,Male,United-States,19575,Other-service
40,34,0,0,Private,9th,5,Married-civ-spouse,Wife,Other,Female,Portugal,10000,Machine-op-inspct
65,24,0,0,Local-gov,10th,6,Never-married,Unmarried,Black,Male,Haiti,37001,Craft-repair
40,28,0,0,Local-gov,Some-college,10,Never-married,Other-relative,Black,Male,Haiti,36020,Adm-clerical
50,56,0,0,Private,Bachelors,13,Divorced,Unmarried,Black,Female,Haiti,35001,Prof-specialty
27,24,0,0,Local-gov,Bachelors,13,Never-married,Own-child,Black,Female,United-States,13000,Adm-clerical
24,20,0,0,Private,Some-college,10,Never-married,Other-relative,Black,Female,United-States,10110,Adm-clerical
40,24,0,0,Private,HS-grad,9,Never-married,Unmarried,Black,Male,United-States,30000,Transport-moving
22,23,0,0,Private,Some-college,10,Never-married,Other-relative,Black,Male,United-States,13007,Adm-clerical
20,22,0,0,Private,Some-college,10,Never-married,Other-relative,Black,Male,United-States,938,Other-service
22,22,0,0,Private,Some-college,10,Never-married,Other-relative,Black,Male,United-States,13000,Adm-clerical
40,25,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,Black,Male,Jamaica,30205,Handlers-cleaners
40,36,0,0,Private,Assoc-acdm,12,Never-married,Unmarried,Black,Female,Jamaica,20000,Adm-clerical
35,37,0,0,Local-gov,HS-grad,9,Divorced,Unmarried,Black,Female,United-States,13520,Adm-clerical
60,59,0,0,Self-emp-not-inc,HS-grad,9,Married-civ-spouse,Husband,White,Male,Greece,30000,Exec-managerial
30,24,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,White,Male,United-States,7800,Other-service
40,22,0,0,Self-emp-not-inc,HS-grad,9,Never-married,Own-child,White,Male,Greece,7000,Other-service
48,47,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,23237,Adm-clerical
35,25,0,0,State-gov,HS-grad,9,Married-civ-spouse,Own-child,White,Male,United-States,34200,Protective-serv
40,57,0,0,Private,1st-4th,2,Married-civ-spouse,Husband,White,Male,Italy,34910,Handlers-cleaners
19,25,0,0,State-gov,Some-college,10,Married-civ-spouse,Wife,White,Female,United-States,38976,Exec-managerial
35,42,0,0,Private,HS-grad,9,Married-civ-spouse,Wife,White,Female,United-States,48424,Adm-clerical
20,20,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,8000,Priv-house-serv
35,34,0,0,Private,Assoc-acdm,12,Married-civ-spouse,Husband,White,Male,United-States,49000,Other-service
40,32,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,Asian-Pac-Islander,Male,United-States,12820,Handlers-cleaners
28,62,2829,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,35715,Sales
40,28,0,0,State-gov,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,39495,Protective-serv
40,45,0,0,Private,HS-grad,9,Divorced,Unmarried,White,Female,United-States,2721,Adm-clerical
20,17,0,0,Private,11th,7,Never-married,Own-child,White,Female,United-States,3177,Sales
40,28,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,Portugal,42000,Craft-repair
40,41,0,0,Private,HS-grad,9,Divorced,Own-child,White,Male,United-States,15000,Protective-serv
40,66,20051,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,99999,Prof-specialty
24,28,0,0,Private,Some-college,10,Never-married,Own-child,White,Female,United-States,7984,Tech-support
40,25,0,0,?,Some-college,10,Never-married,Own-child,White,Male,United-States,23420,?
40,36,0,0,Private,Bachelors,13,Married-civ-spouse,Husband,White,Male,United-States,46804,Tech-support
40,56,0,0,Private,5th-6th,3,Married-civ-spouse,Husband,White,Male,Portugal,56040,Machine-op-inspct
40,29,0,0,Private,Bachelors,13,Never-married,Own-child,White,Female,Portugal,10037,Adm-clerical
40,25,0,1876,Private,Bachelors,13,Never-married,Not-in-family,White,Female,United-States,41201,Prof-specialty
40,26,0,0,Private,Bachelors,13,Never-married,Not-in-family,White,Male,United-States,40000,Tech-support
50,61,0,0,Private,HS-grad,9,Married-civ-spouse,Husband,White,Male,United-States,31500,Other-service
60,28,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,20209,Sales
40,23,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,16000,Sales
40,44,0,0,Private,Some-college,10,Married-civ-spouse,Husband,White,Male,United-States,41022,Tech-support
40,21,0,0,Private,HS-grad,9,Never-married,Own-child,White,Male,United-States,14000,Machine-op-inspct
60,47,7688,0,Local-gov,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,99688,Prof-specialty
40,72,0,0,Private,Assoc-voc,11,Widowed,Not-in-family,White,Female,United-States,40855,Adm-clerical
50,52,0,0,Private,Masters,14,Married-civ-spouse,Husband,White,Male,United-States,72790,Prof-specialty
35,24,0,0,Private,HS-grad,9,Never-married,Own-child,White,Female,United-States,12772,Adm-clerical
